Project,TC,Approach,Policy,FromNode,ToNode
xerces,TC_CoreDocumentImpl_List,SENECA,0-1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_List,SENECA,0-1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Map,WALA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Map,WALA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Map,WALA,1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_List,SALSA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_List,SALSA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_List,SALSA,1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Map,WALA,0-1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Map,WALA,0-1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Map,WALA,0-1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Simple,WALA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Simple,WALA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Simple,WALA,1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_List,SENECA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_List,SENECA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Map,SENECA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Map,SENECA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Array,SALSA,0-1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Array,SALSA,0-1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Array,SALSA,0-1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Set,SALSA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Set,SALSA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Set,SALSA,1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Simple,SALSA,1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Simple,SALSA,1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Simple,SALSA,1-CFA,org.apache.xerces.dom.ParentNode:readObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
xerces,TC_CoreDocumentImpl_Set,SALSA,0-1-CFA,org.apache.xerces.dom.NodeImpl:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncData
xerces,TC_CoreDocumentImpl_Set,SALSA,0-1-CFA,org.apache.xerces.dom.ParentNode:writeObject,org.apache.xerces.dom.NodeImpl:needsSyncChildren
