Project,TC,Approach,Policy,FromNode,ToNode
jgraph,TC_JGraph_Map,WALA,0-1-CFA,testcases.TC_JGraph_Simple:getObject,org.jgraph.JGraph:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.JGraph:addSampleData
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.graph.DefaultGraphModel:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.JGraph:setModel
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.graph.DefaultCellViewFactory:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.graph.GraphLayoutCache:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.JGraph:updateUI
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.graph.BasicMarqueeHandler:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.graph.DefaultGraphSelectionModel:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.JGraph:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:<init>,org.jgraph.JGraph:setGraphLayoutCache
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.BasicMarqueeHandler:<init>,java.lang.Object:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphSelectionModel:<init>,java.util.LinkedHashSet:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphSelectionModel:<init>,java.util.Hashtable:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphSelectionModel:<init>,java.lang.Object:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphModel:<init>,org.jgraph.graph.AttributeMap:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphModel:<init>,org.jgraph.graph.DefaultGraphModel:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphModel:<init>,org.jgraph.graph.DefaultGraphModel$EmptyIterator:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphModel:<init>,java.util.ArrayList:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.DefaultGraphModel$EmptyIterator:<init>,java.lang.Object:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.AttributeMap$1:<init>,org.jgraph.graph.AttributeMap:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.graph.AttributeMap:<init>,java.util.Hashtable:<init>
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:setModel,org.jgraph.JGraph:clearSelection
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:setModel,org.jgraph.JGraph:clearOffscreen
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:clearSelection,org.jgraph.JGraph:getSelectionModel
jgraph,TC_JGraph_Map,WALA,0-1-CFA,org.jgraph.JGraph:clearSelection,org.jgraph.graph.DefaultGraphSelectionModel:clearSelection
